price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,ev_yenilendi_mi,ev_yili
287000,3.0,1.0,1450,6000,1.0,0,0,4,1450,0,Seattle,1,1983
2280000,7.0,8.0,13540,307752,3.0,0,4,3,9410,4130,Redmond,0,1999
309950,3.0,2.5,1880,7838,2.0,0,0,3,1880,0,Renton,0,1994
600000,3.0,1.75,1880,6360,1.0,0,0,4,1040,840,Seattle,0,1945
418000,3.0,2.0,1410,6030,1.5,0,0,4,1410,0,Seattle,0,1930
449250,4.0,2.0,1480,3844,1.5,0,0,5,1480,0,Seattle,1,1970
329950,2.0,1.0,1140,5250,1.5,0,0,4,1140,0,Seattle,1,1985
245000,3.0,1.75,1920,9306,1.0,0,0,3,1000,920,Auburn,0,1984
549000,4.0,2.5,2910,6338,2.0,0,0,3,2910,0,Renton,0,2008
800000,3.0,2.5,3240,7857,2.0,0,0,3,3240,0,Sammamish,0,1994
249950,3.0,2.0,1550,15040,1.0,0,0,4,1550,0,Renton,1,1972
1425000,2.0,2.5,2220,4000,2.0,0,0,3,2220,0,Seattle,0,2000
585000,2.0,1.0,1770,8640,1.5,0,0,3,1520,250,Seattle,1,1998
615000,4.0,1.75,2300,11700,1.0,0,0,4,1960,340,Redmond,0,1977
618500,3.0,2.0,1800,5000,1.0,0,0,4,1080,720,Seattle,1,1982
487585,4.0,1.75,2010,9211,1.0,0,0,3,1470,540,Kirkland,1,2004
509900,3.0,2.5,1790,2700,2.0,0,0,3,1790,0,Issaquah,0,2010
631625,4.0,2.5,2440,6651,2.0,0,0,3,2440,0,Seattle,0,2014
555000,3.0,2.5,1940,3211,2.0,0,0,3,1940,0,Issaquah,0,2009
340000,2.0,1.5,1160,1438,2.0,0,0,3,1160,0,Seattle,0,2001
830000,4.0,2.5,3400,9692,2.0,0,0,3,3400,0,Redmond,0,2007
890000,4.0,4.25,4420,5750,2.0,0,0,3,3410,1010,Issaquah,0,2006
366750,3.0,3.0,1571,2017,3.0,0,0,3,1571,0,Seattle,0,2008
415000,3.0,2.25,1620,998,2.5,0,0,3,1540,80,Issaquah,0,2010
416286,3.0,2.5,1408,989,3.0,0,0,3,1408,0,Seattle,0,2005
478000,3.0,2.5,3040,4535,2.0,0,0,3,3040,0,Renton,0,2007
890000,5.0,3.5,4490,6000,2.0,0,0,3,3200,1290,Issaquah,0,2006
419190,2.0,2.5,1590,1426,2.0,0,0,3,1590,0,Issaquah,0,2014
712198,4.0,2.5,2450,4247,2.0,0,0,3,2450,0,Redmond,1,1923
397000,4.0,2.0,1440,7680,1.0,0,0,3,1200,240,Kirkland,0,1971
450000,2.0,2.0,1100,3000,1.5,0,0,3,1100,0,Seattle,1,2005
353000,3.0,1.0,1350,7740,1.0,0,0,4,860,490,Seattle,1,1988
609000,4.0,2.5,2150,37981,2.0,0,0,3,2150,0,Redmond,0,1985
561000,3.0,2.0,2000,7000,2.0,0,0,3,2000,0,Seattle,1,1986
469000,2.0,1.0,1030,4400,1.0,0,0,3,1030,0,Seattle,1,2011
329350,2.0,1.0,720,6687,1.0,0,0,3,720,0,Seattle,1,1999
488000,5.0,2.0,2020,5000,1.5,0,0,4,2020,0,Seattle,0,1938
606000,4.0,2.5,2110,13850,2.0,0,0,3,2110,0,Issaquah,1,2000
312000,4.0,2.0,1300,7054,1.0,0,0,3,1300,0,Seattle,1,2013
650000,3.0,1.5,1630,7475,1.0,0,1,3,1160,470,Seattle,1,1996
1135000,4.0,2.75,3370,8103,1.0,0,3,3,1970,1400,Seattle,1,2014
325000,4.0,2.5,1890,6156,1.0,0,0,3,980,910,Seattle,0,1980
219000,2.0,1.0,900,5160,1.0,0,0,3,900,0,Seattle,1,2008
250000,3.0,1.0,1050,6874,1.0,0,0,3,1050,0,Shoreline,1,2005
390000,3.0,1.75,1260,6500,1.0,0,0,4,1260,0,Bellevue,0,1966
736000,4.0,2.5,2290,12047,2.0,0,0,4,2290,0,Bellevue,0,1988
535000,3.0,2.5,1850,10109,2.0,0,0,3,1850,0,Kirkland,0,1991
367500,3.0,1.5,1410,9647,1.0,0,0,3,1410,0,Shoreline,1,2004
520000,3.0,2.5,2460,54885,2.0,0,0,4,2460,0,Renton,0,1980
175000,3.0,1.0,1010,7034,1.0,0,0,3,1010,0,Renton,1,2005
460000,2.0,2.25,1230,929,2.0,0,0,3,1020,210,Seattle,1,2003
345000,4.0,2.5,2331,3826,2.0,0,0,3,2331,0,Renton,0,2007
455000,5.0,2.5,2240,7770,1.0,0,0,3,1340,900,Kirkland,0,1978
610000,4.0,3.0,2450,10117,1.0,0,0,5,1580,870,Bellevue,0,1967
612500,4.0,2.0,2060,5000,1.0,0,0,3,1030,1030,Seattle,1,2013
218000,3.0,1.75,1850,7684,1.0,0,0,3,1320,530,Federal Way,1,2014
404000,4.0,1.75,1840,10720,1.0,0,0,3,960,880,Bellevue,1,2004
860000,4.0,2.0,3740,32417,2.0,0,0,3,3740,0,Redmond,0,2000
136500,3.0,1.5,1420,8580,1.0,0,0,3,1420,0,Federal Way,1,2003
313950,3.0,1.0,1510,6083,1.0,0,0,4,860,650,Seattle,1,2001
575000,3.0,1.75,2130,6500,1.0,0,2,3,1170,960,Seattle,1,2005
1225000,4.0,2.25,3490,6906,2.0,0,0,4,2280,1210,Seattle,0,1928
515000,3.0,2.5,1790,7167,2.0,0,0,3,1790,0,Sammamish,0,1989
599000,4.0,2.25,2260,29930,2.0,0,0,4,1400,860,Bellevue,0,1977
685000,4.0,2.5,3030,7864,2.0,0,0,3,3030,0,Sammamish,0,1999
365000,3.0,1.5,1310,8160,1.0,0,0,3,1310,0,Seattle,1,2005
762300,4.0,2.5,3880,14550,2.0,0,0,3,3880,0,Sammamish,1,2000
1580000,4.0,3.25,3760,10920,1.5,0,0,5,2400,1360,Seattle,0,1950
562000,5.0,2.25,3040,8111,2.0,0,0,3,3040,0,Redmond,0,1984
530000,5.0,2.5,2910,9636,1.0,0,0,4,1690,1220,Bellevue,0,1964
525000,3.0,2.5,2970,11985,1.0,0,0,3,1770,1200,Sammamish,0,1995
484000,2.0,1.75,1660,6000,1.0,0,0,3,1160,500,Seattle,1,1999
360000,4.0,2.0,2680,18768,1.0,0,0,5,2680,0,Auburn,0,1965
483500,4.0,2.5,2740,45732,2.0,0,0,3,2740,0,Woodinville,0,1995
655500,4.0,3.5,3380,8330,2.0,0,0,3,3380,0,Shoreline,0,2000
345000,3.0,1.0,1110,6250,1.0,0,0,3,1110,0,Seattle,1,2001
533000,5.0,2.75,1800,3780,1.5,0,0,3,1400,400,Seattle,1,2003
385000,3.0,1.75,1900,5520,1.0,0,0,3,1280,620,Seattle,0,1982
675000,2.0,1.0,930,36478,1.0,0,2,3,930,0,Bellevue,1,1994
197000,3.0,1.75,1690,7735,1.0,0,0,4,1060,630,Auburn,1,1992
485000,3.0,2.0,1420,4080,1.5,0,0,3,1420,0,Seattle,1,2013
295000,3.0,2.25,1980,8000,1.0,0,0,4,1560,420,Federal Way,0,1974
499000,2.0,1.75,1170,2400,1.0,0,0,4,740,430,Seattle,0,1903
1050000,3.0,2.5,2200,1970,2.0,0,0,3,1610,590,Seattle,0,2008
191000,3.0,1.5,800,8850,1.0,0,0,4,800,0,Federal Way,0,1959
500000,3.0,2.5,1480,1171,3.0,0,0,3,1480,0,Seattle,0,2006
390000,5.0,3.75,2890,5000,1.0,0,0,3,1310,1580,Seattle,0,2006
979000,3.0,2.5,2690,4047,3.0,0,0,3,2690,0,Seattle,0,2014
580000,4.0,3.25,3569,8327,2.0,0,0,3,3569,0,Renton,1,1923
369950,3.0,2.0,1270,1320,3.0,0,0,3,1270,0,Seattle,0,2006
1800000,5.0,5.0,4490,10279,2.0,0,0,3,3930,560,Bellevue,1,1923
776000,4.0,2.5,3040,6425,2.0,0,0,3,3040,0,Redmond,0,2008
519950,3.0,2.25,1170,1249,3.0,0,0,3,1170,0,Seattle,0,2014
495000,3.0,1.0,990,6000,1.0,0,0,3,990,0,Seattle,1,2002
510000,4.0,2.5,2430,5203,2.0,0,0,3,2430,0,Shoreline,0,2003
1150000,4.0,4.0,4460,103382,2.0,0,0,3,4460,0,Redmond,0,2001
503000,3.0,2.75,1540,6760,1.0,0,0,5,1210,330,Kirkland,0,1980
310000,3.0,1.75,1840,10723,1.0,0,0,4,1220,620,Renton,0,1974
750000,3.0,2.75,2520,5401,1.0,0,0,4,1360,1160,Seattle,1,1989
599999,9.0,4.5,3830,6988,2.5,0,0,3,2450,1380,Seattle,1,2003
758000,4.0,2.75,2410,9549,1.0,0,0,4,1780,630,Kirkland,0,1956
460000,3.0,2.0,1760,9055,2.0,0,0,4,1760,0,Redmond,0,1985
675000,3.0,1.75,1680,10500,1.0,0,0,4,1680,0,Bellevue,0,1959
526000,2.0,2.0,1550,2400,1.5,0,0,4,1550,0,Seattle,1,1971
314500,3.0,1.75,1870,12381,1.0,0,0,4,1870,0,Federal Way,1,2001
3200000,7.0,4.5,6210,8856,2.5,0,2,5,4760,1450,Seattle,0,1910
420000,2.0,1.5,1040,3500,1.5,0,0,4,1040,0,Seattle,0,1904
350000,3.0,1.0,1010,9360,1.0,0,0,3,1010,0,Kirkland,1,2013
515000,3.0,1.75,1580,9147,1.0,0,1,4,1210,370,Bellevue,0,1967
749950,4.0,2.75,2600,6050,2.0,0,0,5,1960,640,Seattle,0,1949
230000,3.0,2.5,1920,9180,2.0,0,0,3,1920,0,Renton,1,2000
568000,3.0,2.0,2350,5080,1.5,0,0,3,1780,570,Seattle,0,1929
581000,4.0,2.0,2510,13695,1.0,0,0,4,1280,1230,Kirkland,1,2001
600000,3.0,2.5,2460,108900,1.0,0,0,4,1860,600,Issaquah,0,1977
500000,2.0,1.0,1010,3885,1.5,0,0,4,1010,0,Seattle,1,1990
475000,2.0,1.0,820,2723,1.0,0,0,3,820,0,Seattle,1,2000
352000,5.0,2.5,2420,8560,1.0,0,2,3,1620,800,Seattle,0,1978
420000,3.0,2.25,1770,8165,2.0,0,0,3,1770,0,Kirkland,1,2004
428000,2.0,2.0,1350,3900,1.0,0,0,3,1350,0,Redmond,0,2003
599000,3.0,1.75,1960,4788,1.0,0,0,4,1090,870,Seattle,0,1920
492000,4.0,2.5,3305,16164,1.5,0,0,5,2245,1060,Shoreline,1,1956
630000,2.0,2.25,2550,5663,1.0,0,0,3,1720,830,Renton,0,2011
900000,5.0,3.75,4130,226076,2.0,0,0,3,3170,960,Woodinville,0,1985
575000,4.0,2.0,1650,5000,1.0,0,0,3,1650,0,Seattle,1,2005
705000,4.0,2.5,2650,4316,1.5,0,0,3,1520,1130,Seattle,1,2013
940000,4.0,2.25,1890,5940,1.0,0,1,3,1470,420,Seattle,1,2008
313000,3.0,1.75,2190,8000,1.0,0,0,4,2190,0,Federal Way,0,1967
618080,3.0,2.5,2030,6500,2.0,0,0,3,2030,0,Issaquah,1,2000
640000,3.0,3.0,2270,5175,2.0,0,0,3,2130,140,Renton,0,2002
485000,3.0,2.0,1610,4160,1.0,0,0,4,1010,600,Seattle,0,1917
300000,2.0,1.0,760,3001,1.0,0,0,3,760,0,Seattle,1,1983
379500,2.0,1.0,1640,17335,1.0,0,0,3,840,800,Redmond,0,1978
339950,3.0,2.25,1630,12295,2.0,0,0,4,1630,0,Renton,0,1985
1500000,6.0,2.5,3560,6480,2.5,0,0,4,3560,0,Seattle,1,1945
1340000,3.0,3.0,2960,5500,2.0,0,2,3,2440,520,Seattle,1,1990
500000,3.0,2.5,1940,37565,1.0,0,0,4,1940,0,Issaquah,0,1987
314950,3.0,1.0,1040,16986,1.0,0,0,4,1040,0,Renton,0,1968
361280,2.0,1.0,820,6400,1.0,0,0,4,820,0,Seattle,0,1944
480500,4.0,2.5,2180,11200,1.0,0,0,4,2180,0,Woodinville,0,1968
280000,3.0,2.5,1600,4271,2.0,0,0,3,1600,0,Auburn,0,2000
440000,3.0,1.75,1500,6180,1.0,0,0,4,1060,440,Seattle,1,1988
530000,3.0,1.0,1340,4284,1.0,0,0,3,1080,260,Seattle,1,2006
560000,3.0,2.0,1860,13374,1.0,0,0,3,1860,0,Issaquah,0,1985
775000,3.0,2.0,2540,7200,1.5,0,3,4,1600,940,Seattle,0,1905
209950,3.0,1.5,1380,11130,1.0,0,0,3,1380,0,Federal Way,1,2012
380000,5.0,1.75,3000,6000,1.0,0,0,5,1500,1500,Seattle,0,1958
690000,3.0,2.0,1760,6428,1.0,0,0,4,980,780,Seattle,1,1982
405000,3.0,2.25,1660,8307,1.0,0,0,4,1660,0,Shoreline,1,2001
794154,4.0,2.0,2210,8556,1.0,0,1,4,1210,1000,Seattle,1,1979
245000,3.0,1.5,1260,1270,2.0,0,0,3,1040,220,Seattle,0,2005
1532500,5.0,4.5,4270,8076,2.0,0,0,3,3400,870,Kirkland,0,2007
1040000,4.0,3.5,3900,8391,2.0,0,0,3,3900,0,Kirkland,0,2006
425000,2.0,2.5,1150,1027,3.0,0,0,3,1150,0,Seattle,0,2008
495000,4.0,2.75,2656,21195,2.0,0,0,3,2656,0,Auburn,0,2014
365000,5.0,2.75,2410,5003,1.0,0,0,3,1410,1000,Seattle,0,2008
417250,3.0,2.25,1606,1452,3.0,0,0,3,1606,0,Seattle,0,2009
339950,2.0,1.0,820,681,3.0,0,0,3,820,0,Seattle,0,2006
615000,2.0,1.0,1540,6872,1.0,0,0,4,820,720,Seattle,1,1989
258000,4.0,1.75,1730,8320,1.0,0,0,3,1230,500,Federal Way,1,2004
533000,3.0,1.0,1670,4080,1.0,0,0,3,1170,500,Seattle,1,2011
537500,4.0,2.5,2550,4630,2.0,0,0,3,2550,0,Sammamish,0,2005
712000,3.0,1.0,1250,4620,1.5,0,0,4,1150,100,Seattle,1,1971
753888,4.0,2.5,2660,5500,2.0,0,2,3,2660,0,Issaquah,0,2003
402000,3.0,2.5,1960,8000,1.0,0,0,4,1290,670,Kirkland,0,1977
205000,2.0,1.0,720,5040,1.0,0,0,3,720,0,Seattle,1,2005
553650,2.0,2.5,1360,1349,2.0,0,0,3,1050,310,Seattle,0,1997
559950,2.0,2.0,1870,4950,1.0,0,0,3,1870,0,Redmond,0,2006
295000,2.0,1.75,2200,89298,1.0,0,0,3,1100,1100,Issaquah,1,2013
719000,3.0,2.5,1690,4500,1.5,0,1,4,1690,0,Seattle,0,1928
1039000,4.0,1.0,3410,5000,2.0,0,0,5,2190,1220,Seattle,0,1910
569000,4.0,2.25,2250,41688,2.0,0,0,3,2250,0,Redmond,0,1980
515000,2.0,1.0,1060,4960,1.0,0,0,3,1060,0,Seattle,1,2003
207000,3.0,1.0,1490,8995,1.0,0,0,4,1490,0,Seattle,1,1979
780000,4.0,1.75,2480,9195,1.0,0,0,3,1390,1090,Bellevue,1,2005
335000,3.0,1.5,2240,87625,1.5,0,0,2,1480,760,Auburn,0,1980
295000,3.0,2.5,1920,7229,2.0,0,0,3,1920,0,Federal Way,0,1993
385000,3.0,1.75,1890,9920,1.0,0,0,3,1230,660,Seattle,0,1944
235000,2.0,1.0,1270,3008,1.0,0,0,4,650,620,Seattle,0,1923
358000,2.0,1.5,960,1808,2.0,0,0,3,960,0,Seattle,0,1993
716500,4.0,2.5,3290,6465,2.0,0,0,3,3290,0,Sammamish,0,2002
228000,4.0,1.75,2000,6120,1.0,0,0,3,1100,900,Seattle,1,1993
405000,2.0,1.0,1020,8155,1.0,0,0,4,1020,0,Seattle,0,1948
538000,4.0,1.75,1840,9600,1.0,0,0,3,1220,620,Redmond,1,2011
530000,3.0,1.75,1980,6760,1.0,0,0,4,1980,0,Bellevue,0,1973
1750000,6.0,3.0,3510,5760,2.5,0,0,4,3510,0,Seattle,1,1990
636000,2.0,1.75,1230,3600,1.5,0,0,5,1230,0,Seattle,0,1925
535000,4.0,2.5,2280,65836,2.0,0,0,3,2280,0,Woodinville,1,2003
1500000,3.0,1.75,2430,12757,1.0,0,2,4,1340,1090,Bellevue,0,1952
868500,3.0,2.5,2920,3942,3.0,0,0,3,2920,0,Renton,0,2008
530000,4.0,2.75,2280,2850,1.5,0,0,4,1540,740,Seattle,0,1930
450000,3.0,2.0,1510,43560,1.0,0,0,3,1510,0,Woodinville,1,2005
230000,3.0,1.75,950,6000,1.0,0,0,3,790,160,Seattle,1,1969
437000,3.0,1.75,1310,9282,1.0,0,0,4,1310,0,Redmond,1,1992
1307000,5.0,3.25,2800,3200,1.5,0,0,5,1910,890,Seattle,1,2002
595000,3.0,2.5,1750,3354,2.0,0,0,4,1750,0,Kirkland,0,1991
660000,3.0,1.75,1320,5750,1.5,0,0,5,1320,0,Seattle,0,1918
347500,4.0,2.5,2460,7350,2.0,0,0,3,2460,0,Federal Way,0,1989
297950,3.0,2.0,1240,10800,1.0,0,0,3,1240,0,Renton,1,2010
413450,3.0,2.5,1540,1614,3.0,0,0,3,1470,70,Seattle,0,2008
424500,3.0,1.75,1460,7700,1.0,0,0,3,1460,0,Redmond,1,2014
930000,3.0,3.25,2640,4080,2.0,0,0,3,1840,800,Seattle,1,2000
349000,3.0,1.75,1590,9620,1.0,0,0,3,1590,0,Renton,1,2000
835000,4.0,2.0,1910,6960,1.5,0,0,5,1910,0,Seattle,0,1941
500000,3.0,1.75,1410,1197,3.0,0,0,3,1410,0,Seattle,1,1912
499000,2.0,1.5,1110,957,2.0,0,0,3,930,180,Seattle,0,2005
321950,2.0,1.25,860,1277,2.0,0,0,3,860,0,Seattle,0,2007
441750,2.0,1.5,1020,1060,3.0,0,0,3,1020,0,Seattle,0,2008
438000,2.0,1.0,980,1179,2.0,0,0,3,980,0,Seattle,0,2010
985000,4.0,2.25,4230,37769,2.0,0,0,3,4230,0,Woodinville,0,1989
352000,3.0,2.25,1640,11050,1.0,0,0,4,1640,0,Renton,0,1972
839900,4.0,3.5,3810,13592,1.0,0,1,3,2560,1250,Renton,1,1923
765000,4.0,2.75,2790,10819,2.0,0,0,3,2790,0,Issaquah,0,1996
460000,4.0,1.75,1750,5500,1.5,0,0,5,1050,700,Seattle,0,1926
224500,4.0,1.0,1430,8355,1.5,0,0,4,1430,0,Auburn,0,1983
610000,3.0,3.0,2480,45302,1.0,0,0,4,1620,860,Woodinville,1,1992
920000,4.0,3.0,3750,11025,2.0,0,0,3,3750,0,Sammamish,0,1976
402500,4.0,2.5,2600,11951,2.0,0,0,3,2600,0,Federal Way,1,2000
280950,3.0,1.75,1390,8700,1.0,0,3,4,840,550,Renton,1,1989
604000,4.0,2.5,2260,7753,2.0,0,0,3,2260,0,Issaquah,0,1989
255000,2.0,1.0,810,7980,1.0,0,0,1,810,0,Seattle,0,1928
445000,4.0,2.0,1650,6000,1.0,0,0,5,1000,650,Seattle,0,1959
2400000,3.0,2.25,3000,11665,1.5,1,4,3,3000,0,Sammamish,0,2001
195000,2.0,1.0,720,18000,1.0,0,0,3,720,0,Seattle,1,2005
387000,3.0,2.25,1445,1606,2.0,0,0,3,1300,145,Issaquah,0,2003
490000,2.0,1.0,1840,3300,1.5,0,0,4,1130,710,Seattle,0,1910
303500,3.0,1.5,1060,10464,1.0,0,0,4,1060,0,Kirkland,0,1973
270000,3.0,1.5,1500,6337,1.0,0,0,5,1500,0,Seattle,0,1953
323000,4.0,2.75,1970,7213,1.0,0,0,3,1170,800,Renton,1,2004
382000,3.0,3.25,1410,1253,3.0,0,0,3,1410,0,Seattle,0,2005
